year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,state_cd,Region,Division,State
2024,11,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",82,15,7.72,0,3.39,0,3.89,0,0,550,301,0,107,0,142,PA,Northeast,Mid-Atlantic,Pennsylvania
2024,11,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,South,South Atlantic,Georgia
2024,11,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",82,10,5.05,1,1.47,0,2.49,0,2,559,298,55,48,0,158,LA,South,West South Central,Louisiana
2024,11,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",75,3,2,0,0,0,1,0,0,93,73,0,0,0,20,GA,South,South Atlantic,Georgia
2024,11,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",91,10,2.53,0,3.86,0,3.61,0,0,406,196,0,110,0,100,NY,Northeast,Mid-Atlantic,New York
2024,11,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2531,284,67.83,14.56,88.76,0,112.85,2,0,21871,8273,1099,3119,0,9380,GA,South,South Atlantic,Georgia
2024,11,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TX,South,West South Central,Texas
2024,11,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",54,2,1,0,0,0,1,0,0,95,50,0,0,0,45,NC,South,South Atlantic,North Carolina
2024,11,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",30,3,0.72,0,2.05,0,0.23,0,0,134,38,0,83,0,13,NY,Northeast,Mid-Atlantic,New York
2024,11,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",112,7,2.02,0,1.72,0,3.27,0,0,267,113,0,44,0,110,ME,Northeast,New England,Maine
2024,11,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",80,7,2.71,0,1.14,0,3.15,0,0,163,72,0,26,0,65,AL,South,East South Central,Alabama
2024,11,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",58,4,1.67,0,0.33,0,2,0,0,243,165,0,28,0,50,IL,Midwest,East North Central,Illinois
2024,11,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",58,7,2,0,1.03,0,3.97,0,0,433,229,0,19,0,185,TN,South,East South Central,Tennessee
2024,11,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",35,5,4.32,0,0.68,0,0,0,0,442,415,0,27,0,0,GA,South,South Atlantic,Georgia
2024,11,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",38,3,2.54,0,0.46,0,0,0,0,113,98,0,15,0,0,LA,South,West South Central,Louisiana
2024,11,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",155,11,0.14,0,7.14,0,3.72,0,0,560,13,0,234,0,313,VT,Northeast,New England,Vermont
2024,11,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",199,16,4.44,0,4.16,0,7.4,0,0,797,291,0,97,0,409,NY,Northeast,Mid-Atlantic,New York
2024,11,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",131,14,5.88,0,3.59,0,4.53,0,0,576,227,0,108,0,241,SC,South,South Atlantic,South Carolina
2024,11,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",224,21,8.31,1.61,6.1,0,4.97,0,1,849,351,70,217,0,211,TN,South,East South Central,Tennessee
2024,11,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",177,17,5.91,0,4.3,0,6.79,0,1,455,122,0,85,0,248,VA,South,South Atlantic,Virginia
2024,11,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",175,9,3.73,0,4.49,0,0.78,0,0,532,219,0,208,0,105,SC,South,South Atlantic,South Carolina
2024,11,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IA,Midwest,West North Central,Iowa
2024,11,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",171,9,3,0,3.68,0,2.32,0,0,391,208,0,85,0,98,OH,Midwest,East North Central,Ohio
2024,11,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",277,25,10.6,0,7.52,0,6.87,0,0,1383,595,0,353,0,435,NC,South,South Atlantic,North Carolina
2024,11,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",19,5,2.37,0,2.61,0,0.02,0,0,159,91,0,67,0,1,OH,Midwest,East North Central,Ohio
2024,11,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",29,4,1.98,1,1.02,0,0,0,0,201,119,66,16,0,0,WV,South,South Atlantic,West Virginia
2024,11,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",82,10,5.41,2.8,1.23,0,0.55,2,1,1930,169,1536,144,0,81,GA,South,South Atlantic,Georgia
2024,11,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",502,61,8.4,4,15.46,0,33.14,0,0,4606,1333,355,744,0,2174,OH,Midwest,East North Central,Ohio
2024,11,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",59,4,0.82,0,2.96,0,0.21,0,0,234,84,0,136,0,14,WI,Midwest,East North Central,Wisconsin
2024,11,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",26,3,1.5,0,0,1,0.5,0,0,84,51,0,0,20,13,OH,Midwest,East North Central,Ohio
2024,11,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",155,35,3.97,0.41,26.66,0,3.96,0,0,1809,337,73,1047,0,352,DC,South,South Atlantic,District of Columbia
2024,11,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",78,8,2.53,2.78,0.51,0,2.18,0,0,1444,196,1108,15,0,125,AL,South,East South Central,Alabama
2024,11,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",210,15,4.3,0,9.05,0,1.65,0,0,558,193,0,246,0,119,IA,Midwest,West North Central,Iowa
2024,11,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1056,73,23.37,2.21,10.43,0,36.99,0,0,4421,1748,192,585,0,1896,MI,Midwest,East North Central,Michigan
2024,11,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",77,9,6.78,0,1.06,0,1.16,0,0,991,869,0,26,0,96,IN,Midwest,East North Central,Indiana
2024,11,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",140,43,1.63,0,37.93,0,3.45,0,0,3196,101,0,2751,0,344,NJ,Northeast,Mid-Atlantic,New Jersey
2024,11,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",10,1,0,0,1,0,0,0,0,15,0,0,15,0,0,ND,Midwest,West North Central,North Dakota
2024,11,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",56,7,2.5,0,1.51,0,2.99,0,0,319,127,0,32,0,160,NC,South,South Atlantic,North Carolina
2024,11,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD,Midwest,West North Central,South Dakota
2024,11,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,Midwest,East North Central,Indiana
2024,11,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",4,1,0,0,0.55,0,0.45,0,0,33,0,0,18,0,15,FL,South,South Atlantic,Florida
2024,11,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS,South,East South Central,Mississippi
2024,11,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",23,4,1.08,0,1.22,0,1.7,0,0,151,38,0,57,0,56,MI,Midwest,East North Central,Michigan
2024,11,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",104,6,1.26,0,3.59,0,1.15,0,0,332,92,0,164,0,76,NC,South,South Atlantic,North Carolina
2024,11,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",159,10,1.42,0,3.64,0,4.93,0,0,367,72,0,137,0,158,SC,South,South Atlantic,South Carolina
2024,11,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",60,4,1.54,0,0.16,0,2.3,0,1,122,48,0,5,0,69,MS,South,East South Central,Mississippi
2024,11,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",86,8,6.79,0,1,0,0.21,0,0,305,270,0,19,0,16,NY,Northeast,Mid-Atlantic,New York
2024,11,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",20,2,1.79,0,0.21,0,0,0,0,57,51,0,6,0,0,AL,South,East South Central,Alabama
2024,11,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",20,3,1,0,2,0,0,0,0,113,63,0,50,0,0,DC,South,South Atlantic,District of Columbia
2024,11,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KS,Midwest,West North Central,Kansas
2024,11,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",125,14,8.19,0,1.35,0,4.46,0,0,527,290,0,35,0,202,NC,South,South Atlantic,North Carolina
2024,11,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",171,11,0.36,0,6.63,0,4.01,0,0,365,22,0,197,0,146,IN,Midwest,East North Central,Indiana
2024,11,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",58,4,0.86,0,0.54,0,2.6,0,0,170,32,0,11,0,127,NY,Northeast,Mid-Atlantic,New York
2024,11,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",60,8,1.93,0,3.6,0,2.46,0,0,196,70,0,78,0,48,MS,South,East South Central,Mississippi
2024,11,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",69,5,1.33,0,2.57,0,1.1,0,0,175,71,0,56,0,48,FL,South,South Atlantic,Florida
2024,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1213,91,20.6,5.82,41.07,0,23.51,0,1,4999,1265,357,2032,0,1345,NY,Northeast,Mid-Atlantic,New York
2024,11,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KY,South,East South Central,Kentucky
2024,11,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",89,9,4.84,0,1.37,0,2.79,0,0,478,254,0,35,0,189,LA,South,West South Central,Louisiana
2024,11,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2318,223,57.01,4.41,106.29,0,55.29,0,0,16734,7169,423,5265,0,3877,NY,Northeast,Mid-Atlantic,New York
2024,11,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",25,4,0.8,0,0.18,0,3.03,0,0,165,32,0,7,0,126,AR,South,West South Central,Arkansas
2024,11,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",25,2,0,0,2,0,0,0,0,61,0,0,61,0,0,MO,Midwest,West North Central,Missouri
2024,11,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,Northeast,Mid-Atlantic,Pennsylvania
2024,11,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",150,15,5.75,0,8.16,0,1.1,0,1,581,277,0,238,0,66,TN,South,East South Central,Tennessee
2024,11,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",124,12,3.33,4.36,1.13,0,3.18,0,0,368,62,152,26,0,128,AL,South,East South Central,Alabama
2024,11,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",74,6,2,0,3,0,1,0,0,261,160,0,74,0,27,WI,Midwest,East North Central,Wisconsin
2024,11,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",58,10,5.22,0,2.05,0,2.73,0,0,449,328,0,50,0,71,IL,Midwest,East North Central,Illinois
2024,11,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",77,10,7.76,1,0.24,0,1,0,3,371,221,47,10,0,93,LA,South,West South Central,Louisiana
2024,11,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",78,3,1,0,1,0,1,0,0,117,15,0,16,0,86,AL,South,East South Central,Alabama
2024,11,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",35,5,3.49,0,1.41,0,0.1,0,0,494,373,0,107,0,14,WI,Midwest,East North Central,Wisconsin
2024,11,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",602,55,10.5,2.58,13.57,0,28.36,0,0,3187,524,140,512,0,2011,MN,Midwest,West North Central,Minnesota
2024,11,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",29,3,1.38,0,0.08,0,1.54,0,0,155,72,0,4,0,79,SC,South,South Atlantic,South Carolina
2024,11,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",95,9,4.27,1,0.36,0,3.37,0,0,473,242,24,10,0,197,NC,South,South Atlantic,North Carolina
2024,11,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,South,West South Central,Oklahoma
2024,11,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",35,2,0,0,2,0,0,0,0,32,0,0,32,0,0,NE,Midwest,West North Central,Nebraska
2024,11,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3,1,0,0,1,0,0,0,0,22,0,0,22,0,0,IL,Midwest,East North Central,Illinois
2024,11,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",157,20,3.32,0,12.28,0,4.39,0,0,933,183,0,344,0,406,VA,South,South Atlantic,Virginia
2024,11,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",24,2,0.47,0,1.47,0,0.07,0,0,35,7,0,27,0,1,MA,Northeast,New England,Massachusetts
2024,11,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",28,3,1.9,0,1.1,0,0,0,0,338,281,0,57,0,0,PA,Northeast,Mid-Atlantic,Pennsylvania
2024,11,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",97,7,0.27,0,3.14,0,3.58,0,0,370,6,0,91,0,273,PA,Northeast,Mid-Atlantic,Pennsylvania
2024,11,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,South,South Atlantic,Florida
2024,11,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",47,6,0,0,3,0,3,0,1,251,0,0,153,0,98,RI,Northeast,New England,Rhode Island
2024,11,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",32,4,2.89,0,1.11,0,0,0,0,201,132,0,69,0,0,ME,Northeast,New England,Maine
2024,11,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",59,6,0.56,0,5.44,0,0,0,1,138,10,0,128,0,0,SD,Midwest,West North Central,South Dakota
2024,11,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",496,61,6.45,0,8.21,0,46.34,0,1,3738,204,0,345,0,3189,NC,South,South Atlantic,North Carolina
2024,11,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",121,6,1.71,0,1.39,0,2.91,0,0,316,59,0,40,0,217,VA,South,South Atlantic,Virginia
2024,11,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",94,9,3.37,0,2.77,0.87,1.98,0,1,491,271,0,96,33,91,VA,South,South Atlantic,Virginia
2024,11,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",236,17,3.6,0,6.17,0,7.23,0,0,807,173,0,263,0,371,NY,Northeast,Mid-Atlantic,New York
2024,11,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",122,13,6.4,0,3.77,0,2.83,0,0,656,446,0,102,0,108,GA,South,South Atlantic,Georgia
2024,11,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",4,1,0,0,0.29,0,0.71,0,0,45,0,0,13,0,32,IN,Midwest,East North Central,Indiana
2024,11,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",98,9,4.4,0,2.53,0,2.06,0,1,340,206,0,64,0,70,MO,Midwest,West North Central,Missouri
2024,11,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",85,7,3.54,0,0.21,0,3.24,0,0,163,103,0,4,0,56,LA,South,West South Central,Louisiana
2024,11,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",114,10,5.25,0,1.5,0,3.25,0,0,734,286,0,102,0,346,MO,Midwest,West North Central,Missouri
2024,11,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",68,6,2,0,1,0,3,0,0,250,62,0,39,0,149,NY,Northeast,Mid-Atlantic,New York
2024,11,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",18,1,0,0,0,0,1,0,0,54,0,0,0,0,54,FL,South,South Atlantic,Florida
2024,11,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",64,6,2.66,1,1.34,0,1,0,0,220,104,42,37,0,37,TN,South,East South Central,Tennessee
2024,11,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",28,6,1.1,0,1.28,0,3.61,0,0,434,34,0,87,0,313,OK,South,West South Central,Oklahoma
2024,11,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,Midwest,East North Central,Michigan
2024,11,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",271,22,7.8,0,8.45,0,5.75,0,0,944,435,0,196,0,313,TN,South,East South Central,Tennessee
2024,11,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",77,3,1,0,0.39,0,1.61,0,0,253,169,0,16,0,68,GA,South,South Atlantic,Georgia
2024,11,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",270,26,11.36,0.52,9.8,0,4.31,0,2,1515,651,89,469,0,306,AR,South,West South Central,Arkansas
2024,11,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",247,42,13.97,1.99,9.99,0,16.05,4,0,2412,895,123,463,0,931,NM,West,Mountain,New Mexico
2024,11,AA,American Airlines Network,ALB,"Albany, NY: Albany International",107,20,8.85,0.12,5.87,0,5.16,0,0,946,393,20,192,0,341,NY,Northeast,Mid-Atlantic,New York
2024,11,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",7,5,0.43,0.24,0.35,0,3.98,0,0,694,96,38,56,0,504,TX,South,West South Central,Texas
2024,11,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",30,8,3.04,0.08,4.54,0,0.34,0,0,248,114,3,116,0,15,AK,West,Pacific,Alaska
2024,11,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",587,99,50.84,2.09,16.37,0.82,28.88,4,0,7063,4181,112,541,45,2184,GA,South,South Atlantic,Georgia
2024,11,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1050,158,49.67,3.31,31.16,0.09,73.77,13,1,11430,3597,200,1685,6,5942,TX,South,West South Central,Texas
2024,11,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",33,8,1.21,0.79,0.16,0,5.84,1,1,1167,208,27,7,0,925,NC,South,South Atlantic,North Carolina
2024,11,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",86,16,9.16,0.58,3.29,0,2.98,0,0,1098,317,33,95,0,653,PA,Northeast,Mid-Atlantic,Pennsylvania
2024,11,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",309,58,21.36,0.63,14.93,0,21.09,0,0,2286,866,28,508,0,884,CT,Northeast,New England,Connecticut
2024,11,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",99,18,6.18,0.61,5.04,0,6.17,0,0,923,376,19,144,0,384,CA,West,Pacific,California
2024,11,AA,American Airlines Network,BGR,"Bangor, ME: Bangor International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,Northeast,New England,Maine
2024,11,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",96,22,5.83,0,4.23,0,11.94,0,0,1347,356,0,141,0,850,AL,South,East South Central,Alabama
2024,11,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",625,107,47.56,2.89,14.63,0,41.93,4,0,7102,2834,190,650,0,3428,TN,South,East South Central,Tennessee
2024,11,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",60,16,7.11,0.53,1.22,0,7.15,1,0,799,227,119,33,0,420,ID,West,Mountain,Idaho
2024,11,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1279,182,57.11,4.84,50.96,0,69.08,1,0,10542,3065,233,2298,0,4946,MA,Northeast,New England,Massachusetts
2024,11,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",58,8,2.82,0,1.85,0,3.33,0,1,487,204,0,81,0,202,VT,Northeast,New England,Vermont
2024,11,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",117,21,6.58,1.26,4.41,0,8.75,0,1,957,350,41,96,0,470,NY,Northeast,Mid-Atlantic,New York
2024,11,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",89,16,6.75,0.72,3.28,0.8,4.45,1,1,1020,380,24,122,65,429,CA,West,Pacific,California
2024,11,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",259,50,22.06,0.64,6.57,0.48,20.25,0,0,3089,1220,43,260,76,1490,MD,South,South Atlantic,Maryland
2024,11,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",29,6,1.72,0.1,0.67,0,3.52,0,0,577,55,35,12,0,475,MT,West,Mountain,Montana
2024,11,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",59,15,4.9,1.04,0.73,0,8.32,2,0,1366,615,39,100,0,612,SC,South,South Atlantic,South Carolina
2024,11,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",350,55,23.08,0.03,8.4,0,23.49,3,0,2819,1278,4,222,0,1315,SC,South,South Atlantic,South Carolina
2024,11,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",62,18,7.44,0,1.33,0,9.22,1,0,1430,531,1,65,0,833,IA,Midwest,West North Central,Iowa
2024,11,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",335,61,22.75,0.67,15.11,0,22.47,2,0,3042,1016,94,467,0,1465,OH,Midwest,East North Central,Ohio
2024,11,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9812,1232,377.19,13.6,370.65,8.57,461.99,5,5,99069,44404,1424,10853,278,42110,NC,South,South Atlantic,North Carolina
2024,11,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",267,47,18.13,0,7.95,0,20.92,1,1,2963,911,0,370,0,1682,OH,Midwest,East North Central,Ohio
2024,11,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",88,13,4.42,0.09,1.81,0,6.67,4,1,854,226,11,56,0,561,CO,West,Mountain,Colorado
2024,11,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",237,48,16.45,0.44,10.34,0,20.77,0,0,2521,863,20,312,0,1326,OH,Midwest,East North Central,Ohio
2024,11,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2090,340,101.72,2.98,116.48,2.27,116.54,5,6,20419,7756,170,4206,187,8100,DC,South,South Atlantic,District of Columbia
2024,11,AA,American Airlines Network,DEN,"Denver, CO: Denver International",661,134,44.12,2.34,50.71,0.38,36.46,10,0,7338,2755,539,1534,48,2462,CO,West,Mountain,Colorado
2024,11,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13090,2298,543.46,108.58,787.55,5.76,852.65,228,95,206051,67889,16176,36048,389,85549,TX,South,West South Central,Texas
2024,11,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",203,34,13.91,1.59,5.19,0,13.31,1,0,2162,997,139,235,0,791,IA,Midwest,West North Central,Iowa
2024,11,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",437,87,38.91,1.57,9.91,0.33,36.28,2,0,5812,2290,88,403,21,3010,MI,Midwest,East North Central,Michigan
2024,11,AA,American Airlines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",4,3,0.12,0.1,0.08,0,2.69,0,0,403,16,20,12,0,355,FL,South,South Atlantic,Florida
2024,11,AA,American Airlines Network,EGE,"Eagle, CO: Eagle County Regional",23,6,0.96,0.05,2.31,0,2.69,0,0,559,132,4,198,0,225,CO,West,Mountain,Colorado
2024,11,AA,American Airlines Network,ELP,"El Paso, TX: El Paso International",221,63,16.73,1.54,11.25,0,33.48,1,0,5371,1773,201,520,0,2877,TX,South,West South Central,Texas
2024,11,AA,American Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",77,15,4.6,0,4.37,0,6.03,0,0,1126,274,0,273,0,579,OR,West,Pacific,Oregon
2024,11,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",504,181,27.41,4.09,106.87,0.17,42.45,1,1,11408,2287,337,5365,24,3395,NJ,Northeast,Mid-Atlantic,New Jersey
2024,11,AA,American Airlines Network,EYW,"Key West, FL: Key West International",168,35,10.88,2.17,12,0,9.96,0,1,3489,833,635,531,0,1490,FL,South,South Atlantic,Florida
2024,11,AA,American Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",158,43,19.14,1.6,9.81,0,12.46,4,1,3934,1289,94,354,0,2197,CA,West,Pacific,California
2024,11,AA,American Airlines Network,FCA,"Kalispell, MT: Glacier Park International",4,1,0.74,0,0.26,0,0,0,0,74,55,0,19,0,0,MT,West,Mountain,Montana
2024,11,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",542,87,33.43,0.87,19.91,0,32.79,5,0,4109,1696,21,673,0,1719,FL,South,South Atlantic,Florida
